timestamp,open,high,low,close,volume,vwap
2021-04-14 13:00:00-04:00,381.0,429.54,310.0,335.99,79720058.0,370.1052
2021-04-14 17:00:00-04:00,335.06,350.99,335.0,338.0,1100619.0,343.2871
2021-04-15 01:00:00-04:00,367.0,369.0,357.1,366.3,246905.0,362.8557
2021-04-15 05:00:00-04:00,366.0,366.8,346.22,349.78,1440180.0,352.9881
2021-04-15 09:00:00-04:00,349.78,350.05,321.5401,333.92,26102581.0,335.2768
2021-04-15 13:00:00-04:00,334.0,338.18,317.2701,324.6,11674557.0,326.2249
2021-04-15 17:00:00-04:00,324.4,328.76,324.15,328.4,130248.0,326.4194
2021-04-16 01:00:00-04:00,324.0,325.9,315.62,320.5,54744.0,321.4324
2021-04-16 05:00:00-04:00,321.5,331.0,317.0,326.8,488480.0,324.4322
2021-04-16 09:00:00-04:00,326.8,345.99,321.03,335.61,14793245.0,333.794
2021-04-16 13:00:00-04:00,335.81,344.99,328.5501,343.71,7092397.0,337.1752
2021-04-16 17:00:00-04:00,343.76,345.95,342.01,344.38,149413.0,344.9119
2021-04-19 01:00:00-04:00,337.0,338.24,327.0,330.5,104324.0,330.4546
2021-04-19 05:00:00-04:00,330.4,337.62,328.23,330.5801,346760.0,333.737
2021-04-19 09:00:00-04:00,331.0,341.01,326.79,331.565,7623064.0,333.2611
2021-04-19 13:00:00-04:00,331.561,335.98,327.25,332.5,3223030.0,331.4909
2021-04-19 17:00:00-04:00,332.5,333.0,331.0,331.74,34350.0,331.9299
2021-04-20 01:00:00-04:00,328.82,333.0,328.5,331.16,2663.0,331.0267
2021-04-20 05:00:00-04:00,332.5,334.0,329.0,332.0,83882.0,330.891
2021-04-20 09:00:00-04:00,332.0,337.0,312.0201,316.82,9229599.0,323.0871
2021-04-20 13:00:00-04:00,316.82,323.44,313.57,322.8,4268740.0,318.268
2021-04-20 17:00:00-04:00,322.3,322.75,320.0,320.01,31122.0,321.2596
2021-04-21 01:00:00-04:00,320.0,320.9,320.0,320.9,725.0,320.3448
